id,text_raw,text_clean
3936,He was offered 13 mil 😂 ofcourse he won't accept that,he was offered 13 mil 😂 ofcourse he won t accept that
3937,"Best brain vs best brawn, too bad it won't happen.",best brain vs best brawn  too bad it won t happen
3938,Slow and old,slow and old
3939,Still interim champ btw,still interim champ btw
3940,Hehehehe,hehehehe
3941,"Francis stfu, you ran from Jones.",francis stfu  you ran from jones
3942,The UFC doesn’t care about Tom.,the ufc doesn t care about tom
3943,"We are not worshipping the same God as the pope and the CAIR website say.  If the enemy of allah is the King of Kings as stated in the hadith and Jesus Christ is the King of Kings, then what does that make allah?  If allah has no son as written at the al aqsa mosque and Jesus Christ is the son of God, then allah must be His enemy. If Jesus is the Word as stated in the quran and in the beginning was the Word and the Word was with a God and the Word was God then Jesus Christ is God as stated in the Bible! The Bible says Father,  Son, Holy Spirit-these 3 are one.  Jesus Christ-God in the flesh. The Bible says that there will come a time when people will kill you and think they are doing God service and any spirit that does not confess that Jesus Christ came to earth in flesh and blood as a man as an atonement for our sins is not of God, but of antichrist.

The quran is a book written by one guy who claims to be the last prophet of God. The Bible was written by 40 people over 1,600 years all agreeing on Jesus Christ as God in the flesh with historical, archeological, spiritual, and prophetic evidence to back up the claims.  The Bible is the most published book in the world by the billions!  Jesus Christ did all kinds of miracles to prove who He said He was and still does today.     If Mecca is God's holy place, why the locust plague?  Why all the floods lately? God's judgements...If the Mormon angel was of God, why did his arm and trumpet fall off in the recent earthquake in Utah and why all the pentagrams on the temple?  The quran is a doctrine of demons and contradicts the Bible just like all the other false prophets, false books,  false religions, and false sects of Christianity. The pope and CAIR say we all worship the same God.  This is a lie and is easily proven in the verses.  Seek the Lord Jesus Christ while you still have time.  Pray to allah and Jesus Christ to tell you who is God, see who answers.  Look up Acts 2:17 and Joel 2 in the Bible.  People all over the world have been having dreams and visions and are telling prophecies.  This has been happening to me since 2015.  God bless in the name of Jesus Christ. Praying that you find Truth.

A few things to look up: The pope's auditorium, the building looks like a snake and he preaches from the mouth of it.
The Abramic Family House, one world religion center, set to open this year.

Mohammed died just as he said false prophets would die.
All you need to know mohammed was a false prophet.
https://network.crcna.org/muslim-ministry/why-should-someone-ministry-muslims-be-aware-david-wood-and-acts-17-apologetics

There is archeological, spiritual, and prophetic evidence for the Bible and Jesus Christ. Here is a good source:
https://www.ithasbeenwritten.com/

The Lord has been giving me dreams and visions and prophetic Words as well as others all over the world, mine since 2015.  The things Jesus Christ said would happen prior to His return are all happening.  My testimony is on my free YouTube channel:
https://youtube.com/channel/UCKMdxnNh5HYKfaOl4PrRVqw","we are not worshipping the same god as the pope and the cair website say   if the enemy of allah is the king of kings as stated in the hadith and jesus christ is the king of kings  then what does that make allah   if allah has no son as written at the al aqsa mosque and jesus christ is the son of god  then allah must be his enemy  if jesus is the word as stated in the quran and in the beginning was the word and the word was with a god and the word was god then jesus christ is god as stated in the bible  the bible says father   son  holy spirit these 3 are one   jesus christ god in the flesh  the bible says that there will come a time when people will kill you and think they are doing god service and any spirit that does not confess that jesus christ came to earth in flesh and blood as a man as an atonement for our sins is not of god  but of antichrist 

the quran is a book written by one guy who claims to be the last prophet of god  the bible was written by 40 people over 1 600 years all agreeing on jesus christ as god in the flesh with historical  archeological  spiritual  and prophetic evidence to back up the claims   the bible is the most published book in the world by the billions   jesus christ did all kinds of miracles to prove who he said he was and still does today      if mecca is god s holy place  why the locust plague   why all the floods lately  god s judgements if the mormon angel was of god  why did his arm and trumpet fall off in the recent earthquake in utah and why all the pentagrams on the temple   the quran is a doctrine of demons and contradicts the bible just like all the other false prophets  false books   false religions  and false sects of christianity  the pope and cair say we all worship the same god   this is a lie and is easily proven in the verses   seek the lord jesus christ while you still have time   pray to allah and jesus christ to tell you who is god  see who answers   look up acts 2 17 and joel 2 in the bible   people all over the world have been having dreams and visions and are telling prophecies   this has been happening to me since 2015   god bless in the name of jesus christ  praying that you find truth 

a few things to look up  the pope s auditorium  the building looks like a snake and he preaches from the mouth of it 
the abramic family house  one world religion center  set to open this year 

mohammed died just as he said false prophets would die 
all you need to know mohammed was a false prophet 
 

there is archeological  spiritual  and prophetic evidence for the bible and jesus christ  here is a good source 
 

the lord has been giving me dreams and visions and prophetic words as well as others all over the world  mine since 2015   the things jesus christ said would happen prior to his return are all happening   my testimony is on my free youtube channel"
3944,I believe Stipe got paid to lose this fight...Jones just over rated now,i believe stipe got paid to lose this fight jones just over rated now
3945,For Real Jon SA'd that dude,for real jon sa d that dude
3946,Would be beat Jones now? Sure. But could he in Jones prime? Absolutely not.,would be beat jones now  sure  but could he in jones prime  absolutely not
3947,Красиво ушёл однако!),красиво ушёл однако
3948,🦆🦆🦆🦆,🦆🦆🦆🦆
3949,Bones living his best life. He ain’t coming back.,bones living his best life  he ain t coming back
3950,He’s not even top 50 athletes of all time cmon Joe. Was nice to say but he didn’t mean it,he s not even top 50 athletes of all time cmon joe  was nice to say but he didn t mean it
3951,If john defended his titel against tom he will be 1,if john defended his titel against tom he will be 1
3952,Bellarium Network is gearing up to be the next big thing in DeFi! I'm already in the presale—are you? The early bird gets the best gains!,bellarium network is gearing up to be the next big thing in defi  i m already in the presale are you  the early bird gets the best gains
3953,"Maybe one day to the interim
Champ is crazy","maybe one day to the interim
champ is crazy"
3954,Thank God bye bye crybaby,thank god bye bye crybaby
3955,"The real question is, why does Chael's head look like it's going to explode every time he speaks? 😂",the real question is  why does chael s head look like it s going to explode every time he speaks  😂
3956,"He for sure would do it. If Francis came to Dana. Dana would do it. That’s why he said “ehh, probably not” because Dana isn’t going to reach out. But I guarantee he would take Francis back if Francis came to him. The ufc is dying for stars",he for sure would do it  if francis came to dana  dana would do it  that s why he said  ehh  probably not  because dana isn t going to reach out  but i guarantee he would take francis back if francis came to him  the ufc is dying for stars
3957,If there's a chance. Please come back and whoop Bones,if there s a chance  please come back and whoop bones
3958,Tulsi is loving the dance haha! Love to see it! Also BOOOOOONES JOOOOONES is 🐐🐐🐐🐐🐐,tulsi is loving the dance haha  love to see it  also boooooones jooooones is 🐐🐐🐐🐐🐐
3959,The deadliest man on the face of planet earth coolin out. We love to see it.,the deadliest man on the face of planet earth coolin out  we love to see it
3960,Not disrespected at all. Other dude twerks like a weirdo,not disrespected at all  other dude twerks like a weirdo
3961,"I have respect and love for DC.


But it pisses me off that he can't say Jon Jones is the GOAT. Despite being 0 for 2","i have respect and love for dc 


but it pisses me off that he can t say jon jones is the goat  despite being 0 for 2"
3962,DC.. YOU R THE FUKING GOAT,dc  you r the fuking goat
3963,Y’all be too caught up in the hype.. when the dust settles nobody will be thinking about this fight unless Tom Aspinall resembles the same career Jon Jones had,y all be too caught up in the hype  when the dust settles nobody will be thinking about this fight unless tom aspinall resembles the same career jon jones had
3964,Fun fact: The carpet was originally grey but Jones spilled like 10 keys of booger sugar on it.,fun fact  the carpet was originally grey but jones spilled like 10 keys of booger sugar on it
3965,"""I have a novel idea for you"" hahaha love it",i have a novel idea for you  hahaha love it
3966,Maybe he thought USADA was in the room.,maybe he thought usada was in the room
3967,Aspinall a good fight.,aspinall a good fight
3968,Tom Aspinall has like five loss lol,tom aspinall has like five loss lol
3969,the DNA of these warriors !,the dna of these warriors
3970,Lol thy all pretende to be kwl with it causes thy knew he could turn em off ... literally on the spot,lol thy all pretende to be kwl with it causes thy knew he could turn em off   literally on the spot
3971,Francis want to save the ufc hw division,francis want to save the ufc hw division
3972,"I remember they showed a close up on screen after the fight, I had smoked a bunch of reefer and had to step outside into the cold for fresh air because that toe made me dizzy.",i remember they showed a close up on screen after the fight  i had smoked a bunch of reefer and had to step outside into the cold for fresh air because that toe made me dizzy
3973,I wonder if would be so successful without the drugs.,i wonder if would be so successful without the drugs
3974,At least he’s honest with being scared of Tom. Now we know.,at least he s honest with being scared of tom  now we know
3975,Dominick won that fight. And the robbery changed him forever. He no longer trusted the system. I cannot wait to watch Tom whoop his ass.,dominick won that fight  and the robbery changed him forever  he no longer trusted the system  i cannot wait to watch tom whoop his ass
3976,🦆🤡🦆🤡🦆🤡🦆,🦆🤡🦆🤡🦆🤡🦆
3977,U know when u can't anymore,u know when u can t anymore
3978,"I'm guessing he's ""Still undefeated‽ Capeesh? Good. 👀",i m guessing he s  still undefeated  capeesh  good  👀
3979,"Both, but Aspinall first or Vacate. I see asterisks in this legacy’s future. Wild how love works tho.",both  but aspinall first or vacate  i see asterisks in this legacy s future  wild how love works tho
3980,BROO THAT REF STINKS OF CIGARETTES AND ALCOHOL,broo that ref stinks of cigarettes and alcohol
3981,Wow what an asshole,wow what an asshole
3982,"self medication I thought I needed it for anxiety , but no if your an alcoholic ya can't have just 1 drink",self medication i thought i needed it for anxiety   but no if your an alcoholic ya can t have just 1 drink
3983,Atrocious sideman,atrocious sideman
3984,🇺🇸🤑,🤑
3985,Jones is the goat. Tom is overrated.,jones is the goat  tom is overrated
3986,How's DC gonna be mad he got eye poked after eye poking stipe every time they fought like bro other than Jon Jones your the king of eye poking,how s dc gonna be mad he got eye poked after eye poking stipe every time they fought like bro other than jon jones your the king of eye poking
3987,🐐,🐐
3988,Don't envy to Jones legacy hehehe 😅,don t envy to jones legacy hehehe 😅
3989,Greatest Duck Of All Time (GDOAT),greatest duck of all time  gdoat
3990,He loss to the one dude no doubt,he loss to the one dude no doubt
3991,"Can't hate on that, he knows his worth and it's not worth the risk.",can t hate on that  he knows his worth and it s not worth the risk
3992,If you want to go around challenging over 40s etc then do that Jon. But you can't hold the belt and call yourself champion,if you want to go around challenging over 40s etc then do that jon  but you can t hold the belt and call yourself champion
3993,That was way too too tooooo easy for jones,that was way too too tooooo easy for jones
3994,Uncle Dana won’t let you near him he wants him to be the goat,uncle dana won t let you near him he wants him to be the goat
3995,Uncle Chale won the fight they just gave it to jones,uncle chale won the fight they just gave it to jones
3996,"For these and other reasons I consider Anderson Silva the best of all. He wasn't a protected champion, and he didn't pick fights. He wasn't the most complete, but he was always the most intelligent. a little box of surprises. totally unpredictable and always surprising. a real show",for these and other reasons i consider anderson silva the best of all  he wasn t a protected champion  and he didn t pick fights  he wasn t the most complete  but he was always the most intelligent  a little box of surprises  totally unpredictable and always surprising  a real show
3997,Dana keeps telling that to himself.,dana keeps telling that to himself
3998,"ヒョードル引退にこれだけのスター選手達が集まるのが凄い
しかも大半が闘った相手
20年前は間違いなく世界一の選手でした👏","ヒョードル引退にこれだけのスター選手達が集まるのが凄い
しかも大半が闘った相手
20年前は間違いなく世界一の選手でした👏"
3999,Does anyone else feel the awkward tension as if we're in the same room/videocall with them? Lol heart rate went up for a bit,does anyone else feel the awkward tension as if we re in the same room videocall with them  lol heart rate went up for a bit
4000,whats the background music,whats the background music
4001,Trying to protect his legacy but it's down the tube with all this dodging,trying to protect his legacy but it s down the tube with all this dodging
4002,You are the best DC I've learned a lot from you thank you!,you are the best dc i ve learned a lot from you thank you
4003,"Jon ""I'm Scares Of Tom"" Jones",jon  i m scares of tom  jones
4004,"Glad this bullshit is over with. Nobody cares about the heavyweight division, it's trash 🗑 Still should have made the Jon vs Alex fight, might of been bigger than Conor vs Khabib",glad this bullshit is over with  nobody cares about the heavyweight division  it s trash 🗑 still should have made the jon vs alex fight  might of been bigger than conor vs khabib
4005,"“JON JONES, GO THANK DC GET SOME FANS!” - Greg Jackson probably",jon jones  go thank dc get some fans    greg jackson probably
4006,Delusional!,delusional
4007,This is hit me on a whole different level.,this is hit me on a whole different level
4008,Chaels acting was too good he just was getting Jones to lower his defenses stupid ref,chaels acting was too good he just was getting jones to lower his defenses stupid ref
4009,And now hes stuck in the prelims lmfao,and now hes stuck in the prelims lmfao
4010,Ain’t no shame you’ll get seriously hurt if your not all the way in it can’t blame him,ain t no shame you ll get seriously hurt if your not all the way in it can t blame him
4011,Jons not even going to listen you 😂😂😂,jons not even going to listen you 😂😂😂
4012,I'm confused? I thought Jones was undefeated,i m confused  i thought jones was undefeated
4013,Bones been pimp’n #1 contenders over 15 years & simply forcing UFC to pay up before disappointing Aspinall Glazing casuals 😂,bones been pimp n  1 contenders over 15 years   simply forcing ufc to pay up before disappointing aspinall glazing casuals 😂
4014,jon jones the goat,jon jones the goat
4015,"One Russian made all those Americans in that room 💩 on their pants, look at Nate try to hide like a rat",one russian made all those americans in that room 💩 on their pants  look at nate try to hide like a rat
4016,"The ""pound for pound"" rankings is an imaginary rating",the  pound for pound  rankings is an imaginary rating
4017,We need cross promotion matches to really see who the best of the best really are,we need cross promotion matches to really see who the best of the best really are
4018,I love the Diaz brothers. They about it,i love the diaz brothers  they about it
4019,Everyone hates Jon in UK. Or is totally indifferent. What is this coward on about?,everyone hates jon in uk  or is totally indifferent  what is this coward on about
4020,Good for Tom cuz he wasn’t gonna beat Jon jones anyways 😂😂😂😂😂,good for tom cuz he wasn t gonna beat jon jones anyways 😂😂😂😂😂
4021,The fact you have to call out the real belt when the UFC is calling it an interim title is embarrassing. Shut the fuck up fight each other and wait until the real champion returns.,the fact you have to call out the real belt when the ufc is calling it an interim title is embarrassing  shut the fuck up fight each other and wait until the real champion returns
4022,I dont know about swiss chems but enhanced labs and enhanced athlete products seems legit alot of reviews prove this plus its not just tony huge running the website that doesnt mean tho that nobody should test these products if you have the money you should test every product you buy to see if its legit or not thats why i would like to see you test their products,i dont know about swiss chems but enhanced labs and enhanced athlete products seems legit alot of reviews prove this plus its not just tony huge running the website that doesnt mean tho that nobody should test these products if you have the money you should test every product you buy to see if its legit or not thats why i would like to see you test their products
4023,Kkk aspinal tá surfando na onda errada kkkk tá igual ankalaeve postando já mostro quem ele er igual jhones pq aspinal não chama francês niganou ???será q é medo kkkkkkkk chamaa,kkk aspinal tá surfando na onda errada kkkk tá igual ankalaeve postando já mostro quem ele er igual jhones pq aspinal não chama francês niganou  será q é medo kkkkkkkk chamaa
4024,Really dana maybe its effecting there performance IDK Tho im poor,really dana maybe its effecting there performance idk tho im poor
4025,"I think Jones has accomplished everything in this sport and do not think he is scared of anyone it is simply his time. Do I think he could beat Tom, it would be a fight I would love to see and I honestly do not know the answer.",i think jones has accomplished everything in this sport and do not think he is scared of anyone it is simply his time  do i think he could beat tom  it would be a fight i would love to see and i honestly do not know the answer
4026,Thats a fancy way of saying duck,thats a fancy way of saying duck
4027,Its a tough sport,its a tough sport
4028,My guy look like he already retired lmao I know he hate being heavy weight cause he don’t look like he used to I feel like he hates it I could be wrong but I know he was expecting his physique to be better but that’s just the age man you get to a certain age that beer belly won’t hide no more,my guy look like he already retired lmao i know he hate being heavy weight cause he don t look like he used to i feel like he hates it i could be wrong but i know he was expecting his physique to be better but that s just the age man you get to a certain age that beer belly won t hide no more
4029,Homeboy was in hometown,homeboy was in hometown
4030,Jon Jones my Idol,jon jones my idol
4031,"Let's finally move on. I'd like to see Tom Vs Cyril now.
Something to finlly get excited about.","let s finally move on  i d like to see tom vs cyril now 
something to finlly get excited about"
4032,DC wants to go WWE?,dc wants to go wwe
4033,"3:15 
This hits different now 💔. RIP Rumble 🕊️ .","3 15 
this hits different now 💔  rip rumble 🕊"
4034,Jones don’t want this smoke,jones don t want this smoke
4035,😂,😂
4036,He didnt quit  ufc he quit the match,he didnt quit  ufc he quit the match
4037,STEROID!,steroid
4038,"Jon the duck Jones has forever tarnished his legacy. He is no longer in the GOAT convo, not after being called out for eye poking, wife beating, drug use, cheating and now ducking and Holding the Entire heavyweight division back almost 2 years.",jon the duck jones has forever tarnished his legacy  he is no longer in the goat convo  not after being called out for eye poking  wife beating  drug use  cheating and now ducking and holding the entire heavyweight division back almost 2 years
4039,I remember mfs used to hate DC,i remember mfs used to hate dc
4040,I'm a Jon Jones fan.. and even I know he's ducking Tom,i m a jon jones fan  and even i know he s ducking tom
4041,I DON'T THINK ANYONE IN THEIR PRIME IN UFC HISTORY COULD BEAT JONES IN HIS PRIME.,i don t think anyone in their prime in ufc history could beat jones in his prime
4042,"""Dangerous established established champs""??🤨 glaze much? Also how is tom not a dangerous established fighter...he's the champ 🤷‍♂️ grampa stipe & zero wrestling gane is not established no matter how many undeserved title fights he's gifted. Ufc is embarrassing 😳",dangerous established established champs 🤨 glaze much  also how is tom not a dangerous established fighter he s the champ 🤷 ♂  grampa stipe   zero wrestling gane is not established no matter how many undeserved title fights he s gifted  ufc is embarrassing 😳
4043,I'm late who won?,i m late who won
4044,Match draw y YY,match draw y yy
4045,"Tom Aspinall undisputed champion 🏆🍾
It's been that for a year when the only thing stopping the uprising is 🦆","tom aspinall undisputed champion 🏆🍾
it s been that for a year when the only thing stopping the uprising is 🦆"
4046,John  jones is the  Goat,john  jones is the  goat
4047,My favorite psychopath,my favorite psychopath
4048,"I mean, Jon jones is near the end of his career, has a ton of injuries, and has a legacy Aspinall can never hope to attain. Even if Aspinall fights him and wins, it would mean nothing cause jones is no longer prime, why you chasing after an older guy Tom?",i mean  jon jones is near the end of his career  has a ton of injuries  and has a legacy aspinall can never hope to attain  even if aspinall fights him and wins  it would mean nothing cause jones is no longer prime  why you chasing after an older guy tom
4049,"Make sure your coaches understand you. Motivation is helpful, but they need to UNDERSTAND you for real. Or it could cause YOU harm.",make sure your coaches understand you  motivation is helpful  but they need to understand you for real  or it could cause you harm
4050,Tem Pateta que diz que o Jones não perdeu essa Luta 😂,tem pateta que diz que o jones não perdeu essa luta 😂
4051,"Tom, Jones and Francis walk into a room.
I'm pushing all on White!","tom  jones and francis walk into a room 
i m pushing all on white"
4052,Why did Dana say DC couldn't run the UFC? DC is really passionate about the sport. Im sure he would do a good job.,why did dana say dc couldn t run the ufc  dc is really passionate about the sport  im sure he would do a good job
4053,Jon jones is the goat and will beat anyone who steps to him.. it’s because Jon jones wants a certain amount of money and ufc won’t pay it dummies,jon jones is the goat and will beat anyone who steps to him  it s because jon jones wants a certain amount of money and ufc won t pay it dummies
4054,I think Alex could've finished Miocic in 1,i think alex could ve finished miocic in 1
4055,This was a massacre,this was a massacre
4056,This man is ferocious. I've never seen another fighter execute such devastating face strikes as well as Uncle Chael does. Look at how bloodied and bruised Jons elbows were after this fight.,this man is ferocious  i ve never seen another fighter execute such devastating face strikes as well as uncle chael does  look at how bloodied and bruised jons elbows were after this fight
4057,This must be that new UFC game it has insane graphics cause everyone knows uncle Chael never lost even a round,this must be that new ufc game it has insane graphics cause everyone knows uncle chael never lost even a round
4058,This is Dana fault 100%,this is dana fault 100
4059,That guy has no chance against Bones Jones lol,that guy has no chance against bones jones lol
4060,Knowing you’ve reached your limit and knowing it’s not enough is brutal.,knowing you ve reached your limit and knowing it s not enough is brutal
4061,"Will Musgrave is one former UFC guy who i know was living on the streets and having CTE symptoms with no money or retirement pensions for injuries sustained in combat sports in the 2000s. He's a good guy my homeboy, and his dad is taking care of him right now with the disabilities Will has now barely age 40",will musgrave is one former ufc guy who i know was living on the streets and having cte symptoms with no money or retirement pensions for injuries sustained in combat sports in the 2000s  he s a good guy my homeboy  and his dad is taking care of him right now with the disabilities will has now barely age 40
4062,"I love it. He wasnt Jon as an opponent, not an enemy. I love good sportsmanship.",i love it  he wasnt jon as an opponent  not an enemy  i love good sportsmanship
4063,At this point bro is pulling out facts out of his ass,at this point bro is pulling out facts out of his ass
4064,"Dana: “We can’t make him fight.”
Fans: “Then strip him NOW!”
Problem solved!","dana   we can t make him fight 
fans   then strip him now 
problem solved"
4065,wow that was awesome. what was the song btw?,wow that was awesome  what was the song btw
4066,Tom aspinotatall,tom aspinotatall
4067,Damn maybe Bones has finally started making wise decisions now….maybe 😅,damn maybe bones has finally started making wise decisions now maybe 😅
4068,He's scared  . We get it,he s scared    we get it
4069,"When a Muslim chases deen over dunya, the dunya is granted to him by Allah in abundance. And if not, then all has reward in paradise infinitely greater for that person (for example children in Palestine)",when a muslim chases deen over dunya  the dunya is granted to him by allah in abundance  and if not  then all has reward in paradise infinitely greater for that person  for example children in palestine
4070,"Jon is a coward. The end.

He fought his career fighting older guys while at his prime. Now that he HAS to defend a HEAVYWEIGHT BELT, he's dodging for months. Probably to piss off and get in his head. 
But he's ruining Tom's carrer doing so... Je should be stripped of the title","jon is a coward  the end 

he fought his career fighting older guys while at his prime  now that he has to defend a heavyweight belt  he s dodging for months  probably to piss off and get in his head  
but he s ruining tom s carrer doing so  je should be stripped of the title"
4071,Is jones wearing Nike shorts? Lol,is jones wearing nike shorts  lol
4072,Gone an retire on top boss don't let them kill u,gone an retire on top boss don t let them kill u
4073,Respect,respect
4074,Bringing up Jean Silva mom situation through a tweet was diabolical man,bringing up jean silva mom situation through a tweet was diabolical man
4075,"DC was pissed because of what Jon got away with doing, most people's career would have ended but Jon's didn't, DC was a professional athlete whilst Jon was a fraud, DC has every right to be pissed at him",dc was pissed because of what jon got away with doing  most people s career would have ended but jon s didn t  dc was a professional athlete whilst jon was a fraud  dc has every right to be pissed at him
4076,❤❤❤,❤❤❤
4077,Man did groin hits and eye pokes before it was cool,man did groin hits and eye pokes before it was cool
4078,Tom will retire john,tom will retire john
4079,It is why he is the goat though; absolute goat,it is why he is the goat though  absolute goat
4080,"""Stipe looks slower here "" hes 41 years old dude.",stipe looks slower here   hes 41 years old dude
4081,ask his wife,ask his wife
4082,Hahaha he dumped machida like a serial killer depositing a corpse the massive sociopath,hahaha he dumped machida like a serial killer depositing a corpse the massive sociopath
4083,Freaking “Gone” man 🤧,freaking  gone  man 🤧
4084,This is America trash and this is what kids learn,this is america trash and this is what kids learn
4085,"John just made us all feel old by saying “from a guy named Rashad Evans..” I mean you gotta be like what, under 13 to be into the UFC, but not know who Rashad Evans is😂",john just made us all feel old by saying  from a guy named rashad evans  i mean you gotta be like what  under 13 to be into the ufc  but not know who rashad evans is😂
4086,Why is there an AI looking filter on this,why is there an ai looking filter on this
4087,He would of smoked Reyes on a rematch.,he would of smoked reyes on a rematch
4088,Yeah jones said he’s not gonna fight again till he gets paid what he deserves. I would too if I was a legend like him on the last legs of my career. UFC needs to give him his money,yeah jones said he s not gonna fight again till he gets paid what he deserves  i would too if i was a legend like him on the last legs of my career  ufc needs to give him his money
4089,Jesus Christ is now becoming a name to be proud of.  Praise the King of Kings and Lord of Lords.  God bless y'all in Jesus' name,jesus christ is now becoming a name to be proud of   praise the king of kings and lord of lords   god bless y all in jesus  name
4090,This guy is genuine,this guy is genuine
4091,Corner guys get paid more if they have winning fighters and that incentive is dangerous. Respect to homie for making a hard decision,corner guys get paid more if they have winning fighters and that incentive is dangerous  respect to homie for making a hard decision
4092,Chael is a dog,chael is a dog
4093,If tom comes back losing and ends up losing the title the  ufc is cooked😂😂,if tom comes back losing and ends up losing the title the  ufc is cooked😂😂
4094,Yes,yes
4095,I mean traditionally that’s how it’s suppose to be but also traditionally if you fail a piss test right before a sanctioned fight you automatically forfeit and lose that fight but yet look at Jon jones 🤣,i mean traditionally that s how it s suppose to be but also traditionally if you fail a piss test right before a sanctioned fight you automatically forfeit and lose that fight but yet look at jon jones 🤣
4096,All this work for three years = using peds for three years and leaving enough time to come back and test clean,all this work for three years   using peds for three years and leaving enough time to come back and test clean
4097,Um ok,um ok
4098,Dominic beat him though 100%,dominic beat him though 100
4099,Tom honeslty does nothing cus jones fights him beats him everybody saying ohh he ducking Tom will be saying “oh Tom’s to young” cut it out won isn’t a more prestige wrestler than DC was so why all this wrestling talk,tom honeslty does nothing cus jones fights him beats him everybody saying ohh he ducking tom will be saying  oh tom s to young  cut it out won isn t a more prestige wrestler than dc was so why all this wrestling talk
4100,Dana White is a sport killer - Dana White,dana white is a sport killer   dana white
4101,This is really one of the toughest moments I’ve ever seen. On one end you got the coach/trainer who will go to hell and back for his fighter/athlete. They’ll never give up on their champions even though they’ve quit themselves. You can see this trainer really loves his fighter that he will help him push past his limits. On the other end you got this fighter who’s mentally beaten and knows that this could last round could cost more than what he expects. It’s such a grey field and there is no right or wrong answer in this. Truly a powerful moment right there.,this is really one of the toughest moments i ve ever seen  on one end you got the coach trainer who will go to hell and back for his fighter athlete  they ll never give up on their champions even though they ve quit themselves  you can see this trainer really loves his fighter that he will help him push past his limits  on the other end you got this fighter who s mentally beaten and knows that this could last round could cost more than what he expects  it s such a grey field and there is no right or wrong answer in this  truly a powerful moment right there
4102,M crying after watching this,m crying after watching this
4103,Bro chill he won't fight ya!,bro chill he won t fight ya
4104,1:38 why do you scream? It's so fucking annoying,1 38 why do you scream  it s so fucking annoying
4105,"or a psychopath

Which is possible","or a psychopath

which is possible"
4106,shout out mma crazy being the first to drop the news !!!!!,shout out mma crazy being the first to drop the news
4107,Jon its a clown i dont like to run my mouth on youtube but the dude its a clown. Holding another mans destiny from riching the top its a complete piece of 💩 move. the dude its a pieces of 💩!!!!!!,jon its a clown i dont like to run my mouth on youtube but the dude its a clown  holding another mans destiny from riching the top its a complete piece of 💩 move  the dude its a pieces of 💩
4108,He's a coward,he s a coward
4109,😂😂😂chael funny man,😂😂😂chael funny man
4110,This guy been reaching for a bag for awhile😂😂😂,this guy been reaching for a bag for awhile😂😂😂
4111,"Hello jon I've fought nobody and lost to Curtis blades once, but I'm somehow better and my causal fans believe so too.",hello jon i ve fought nobody and lost to curtis blades once  but i m somehow better and my causal fans believe so too
4112,This is how you show respect for a true MMA legend . Much respect to the legends who honored Fedor .,this is how you show respect for a true mma legend   much respect to the legends who honored fedor
4113,Chael fought an uphill battle but still fought to win. You can tell he was going for it,chael fought an uphill battle but still fought to win  you can tell he was going for it
4114,I believe that the fight between Jones & Aspinall will take place at some point.,i believe that the fight between jones   aspinall will take place at some point
4115,"You could see that demon is jones eyes,,  He smacked bitch boys arm off!!
Face it haters,  Heavyweight sucks at the time,,
Tom hasn't fought a rounded fighter!!
Andrie Arlovski was fking tom up,,  tom had to take him down😂","you could see that demon is jones eyes   he smacked bitch boys arm off 
face it haters   heavyweight sucks at the time 
tom hasn t fought a rounded fighter 
andrie arlovski was fking tom up   tom had to take him down😂"
4116,DC is such a class act,dc is such a class act
4117,🔥🔥🔥,🔥🔥🔥
4118,"If anyone thinks Jon has been clean throughout his career , god help that poor soul😂",if anyone thinks jon has been clean throughout his career   god help that poor soul😂
4119,Paddy is him!!!,paddy is him
4120,Should talk more about Austin Hubbard 💪🏽,should talk more about austin hubbard 💪🏽
4121,"Am I wrong or just don’t know the rules, but both knees were off the mat when the kicked the knee? That’s a legal strike right? Again, maybe I just don’t know the rules.",am i wrong or just don t know the rules  but both knees were off the mat when the kicked the knee  that s a legal strike right  again  maybe i just don t know the rules
4122,"It's a real shame that the UFC can't make this fight happen. If Tom is the interim champion, it should have been the next fight by default, if Jon wants it or not. Everyone might as well throw their interim belt in the trashcan when leaving the cage from now on if not...",it s a real shame that the ufc can t make this fight happen  if tom is the interim champion  it should have been the next fight by default  if jon wants it or not  everyone might as well throw their interim belt in the trashcan when leaving the cage from now on if not
4123,"Just take a fall, pretend to get knocked out and keep your dignity.",just take a fall  pretend to get knocked out and keep your dignity
4124,"Jon is using his leverage as the ""goat"", and his last fight as a tactic. He knows people want him to fight, honestly me I would love to see him fight again but if it's not going to happen just RETIRE. He really wanted to fight alex but when he lost that threw a wrench in his plans. I want tom to start his Champ reign but the UFC is bs",jon is using his leverage as the  goat  and his last fight as a tactic  he knows people want him to fight  honestly me i would love to see him fight again but if it s not going to happen just retire  he really wanted to fight alex but when he lost that threw a wrench in his plans  i want tom to start his champ reign but the ufc is bs
4125,"I love you man, ur my inspiration❤",i love you man  ur my inspiration❤
4126,Roids with fingers,roids with fingers
4127,Thank you for the great content!,thank you for the great content
4128,“Our disease tells us we don’t really have a disease. It tells us today is our birthday ( or someone’s birthday) so we can have just one little drink.”,our disease tells us we don t really have a disease  it tells us today is our birthday   or someone s birthday  so we can have just one little drink
4129,Tom doesnt care he just wants to fight thats a real goat,tom doesnt care he just wants to fight thats a real goat
